basin,year,storm,datetime,env_path,nc_path,direction,intensity,split,direction_reflected
WP,2017,BANYAN,2017081306,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081306.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081306_sst_z_u_v.nc,6,2,wp_train,6
WP,2017,BANYAN,2017081312,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081312.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081312_sst_z_u_v.nc,6,2,wp_train,6
WP,2017,BANYAN,2017081318,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081318.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081318_sst_z_u_v.nc,6,2,wp_train,6
WP,2017,BANYAN,2017081400,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081400.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081400_sst_z_u_v.nc,6,0,wp_train,6
WP,2017,BANYAN,2017081406,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081406.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081406_sst_z_u_v.nc,6,0,wp_train,6
WP,2017,BANYAN,2017081412,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081412.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081412_sst_z_u_v.nc,6,1,wp_train,6
WP,2017,BANYAN,2017081418,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081418.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081418_sst_z_u_v.nc,6,1,wp_train,6
WP,2017,BANYAN,2017081500,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081500.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081500_sst_z_u_v.nc,6,2,wp_train,6
WP,2017,BANYAN,2017081506,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081506.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081506_sst_z_u_v.nc,7,2,wp_train,7
WP,2017,BANYAN,2017081512,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081512.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081512_sst_z_u_v.nc,7,2,wp_train,7
WP,2017,BANYAN,2017081518,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081518.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081518_sst_z_u_v.nc,7,2,wp_train,7
WP,2017,BANYAN,2017081600,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081600.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081600_sst_z_u_v.nc,7,2,wp_train,7
WP,2017,BANYAN,2017081606,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081606.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081606_sst_z_u_v.nc,7,2,wp_train,7
WP,2017,BANYAN,2017081612,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081612.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081612_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2017,BANYAN,2017081618,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081618.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081618_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2017,BANYAN,2017081700,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081700.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081700_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2017,BANYAN,2017081706,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BANYAN/2017081706.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BANYAN/TCND_BANYAN_2017081706_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2017,BOLAVEN,2017123018,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BOLAVEN/2017123018.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BOLAVEN/TCND_BOLAVEN_2017123018_sst_z_u_v.nc,4,3,wp_train,4
WP,2017,BOLAVEN,2017123100,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BOLAVEN/2017123100.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BOLAVEN/TCND_BOLAVEN_2017123100_sst_z_u_v.nc,4,3,wp_train,4
WP,2017,BOLAVEN,2017123106,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BOLAVEN/2017123106.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BOLAVEN/TCND_BOLAVEN_2017123106_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,BOLAVEN,2017123112,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BOLAVEN/2017123112.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BOLAVEN/TCND_BOLAVEN_2017123112_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,BOLAVEN,2017123118,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/BOLAVEN/2017123118.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/BOLAVEN/TCND_BOLAVEN_2017123118_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017103100,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017103100.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017103100_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017103106,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017103106.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017103106_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017103112,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017103112.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017103112_sst_z_u_v.nc,4,3,wp_train,4
WP,2017,DAMREY,2017103118,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017103118.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017103118_sst_z_u_v.nc,4,3,wp_train,4
WP,2017,DAMREY,2017110100,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110100.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110100_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017110106,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110106.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110106_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017110112,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110112.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110112_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017110118,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110118.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110118_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017110200,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110200.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110200_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017110206,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110206.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110206_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017110212,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110212.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110212_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017110218,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110218.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110218_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DAMREY,2017110300,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110300.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110300_sst_z_u_v.nc,4,1,wp_train,4
WP,2017,DAMREY,2017110306,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110306.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110306_sst_z_u_v.nc,4,1,wp_train,4
WP,2017,DAMREY,2017110312,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110312.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110312_sst_z_u_v.nc,4,1,wp_train,4
WP,2017,DAMREY,2017110318,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110318.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110318_sst_z_u_v.nc,4,2,wp_train,4
WP,2017,DAMREY,2017110400,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110400.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110400_sst_z_u_v.nc,4,2,wp_train,4
WP,2017,DAMREY,2017110406,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110406.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110406_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2017,DAMREY,2017110412,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110412.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110412_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2017,DAMREY,2017110418,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110418.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110418_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2017,DAMREY,2017110500,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DAMREY/2017110500.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DAMREY/TCND_DAMREY_2017110500_sst_z_u_v.nc,-1,-1,wp_train,-1
WP,2017,DOKSURI,2017091100,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DOKSURI/2017091100.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DOKSURI/TCND_DOKSURI_2017091100_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DOKSURI,2017091106,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DOKSURI/2017091106.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DOKSURI/TCND_DOKSURI_2017091106_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DOKSURI,2017091112,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DOKSURI/2017091112.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DOKSURI/TCND_DOKSURI_2017091112_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DOKSURI,2017091118,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DOKSURI/2017091118.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DOKSURI/TCND_DOKSURI_2017091118_sst_z_u_v.nc,4,0,wp_train,4
WP,2017,DOKSURI,2017091200,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Env-Data/WP/2017/DOKSURI/2017091200.npy,/root/climate-change-group-project/Yasmin Drafts/cross-basin-cyclone-forecasting/data/tropicyclonenet/TCND_small_dataset/TCND_small_dataset/Data3D/WP/2017/DOKSURI/TCND_DOKSURI_2017091200_sst_z_u_v.nc,4,0,wp_train,4
